,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
0,58 COM INC,SPON ADR REP A,31680Q104,308000,4300,SH, ,DFND,2017-12-31
1,8X8 INC NEW,COM,282914100,23281000,1651100,SH, ,DFND,2017-12-31
2,ABAXIS INC,COM,002567105,787000,15900,SH, ,DFND,2017-12-31
3,ABBOTT LABS,COM,002824100,102072000,1788535,SH, ,DFND,2017-12-31
4,ABBOTT LABS,COM,002824100,34242000,600000,SH,Call,DFND,2017-12-31
5,ABEONA THERAPEUTICS INC,COM,00289Y107,2501000,157800,SH, ,DFND,2017-12-31
6,ACADIA PHARMACEUTICALS INC,COM,004225108,72147000,2396098,SH, ,DFND,2017-12-31
7,ACHAOGEN INC,COM,004449104,16136000,1502400,SH, ,DFND,2017-12-31
8,ACLARIS THERAPEUTICS INC,COM,00461U105,19531000,792000,SH, ,DFND,2017-12-31
9,ACTIVISION BLIZZARD INC,COM,00507V109,31660000,500000,SH, ,DFND,2017-12-31
10,ACUITY BRANDS INC,COM,00508Y102,10155000,57700,SH, ,DFND,2017-12-31
11,ADAMAS PHARMACEUTICALS INC,COM,00548A106,71489000,2109455,SH, ,DFND,2017-12-31
12,ADAPTIMMUNE THERAPEUTICS PLC,SPONDS ADR,00653A107,647000,96900,SH, ,DFND,2017-12-31
13,ADURO BIOTECH INC,COM,00739L101,17001000,2266761,SH, ,DFND,2017-12-31
14,ADVANCED DISP SVCS INC DEL,COM,00790X101,3033000,126704,SH, ,DFND,2017-12-31
15,ADVANTAGE OIL & GAS LTD,COM,00765F101,2153000,500000,SH, ,DFND,2017-12-31
16,AECOM,COM,00766T100,7050000,189779,SH, ,DFND,2017-12-31
17,AETNA INC NEW,COM,00817Y108,758000,4200,SH, ,DFND,2017-12-31
18,AGIOS PHARMACEUTICALS INC,COM,00847X104,5231000,91500,SH, ,DFND,2017-12-31
19,AGNC INVT CORP,COM,00123Q104,10095000,500000,SH,Call,DFND,2017-12-31
20,AIMMUNE THERAPEUTICS INC,COM,00900T107,46868000,1239246,SH, ,DFND,2017-12-31
21,AIR LEASE CORP,CL A,00912X302,16832000,350000,SH,Put,DFND,2017-12-31
22,AIR PRODS & CHEMS INC,COM,009158106,82571000,503237,SH, ,DFND,2017-12-31
23,AK STL HLDG CORP,COM,001547108,462000,81700,SH, ,DFND,2017-12-31
24,ALASKA AIR GROUP INC,COM,011659109,29867000,406302,SH, ,DFND,2017-12-31
25,ALASKA AIR GROUP INC,COM,011659109,7351000,100000,SH,Call,DFND,2017-12-31
26,ALCOA CORP,COM,013872106,48192000,894600,SH, ,DFND,2017-12-31
